Year,League,Team,MarketValue_M_Euro,League_Avg_Attendance,League_Google_Interest,Team_Name
2023,LaLiga,42,458.45,11048904.0,45.833333333333336,UD Las Palmas
2023,LaLiga,37,297.9,11048904.0,45.833333333333336,Real Betis
2023,LaLiga,31,295.65,11048904.0,45.833333333333336,Valencia CF
2023,LaLiga,39,252.5,11048904.0,45.833333333333336,Getafe CF
2023,LaLiga,36,244.73,11048904.0,45.833333333333336,Granada CF
2023,LaLiga,49,228.75,11048904.0,45.833333333333336,Rayo Vallecano
2023,LaLiga,42,224.88,11048904.0,45.833333333333336,UD Las Palmas
2023,LaLiga,39,149.3,11048904.0,45.833333333333336,Getafe CF
2023,LaLiga,46,141.1,11048904.0,45.833333333333336,Cádiz CF
2023,LaLiga,40,133.0,11048904.0,45.833333333333336,Celta Vigo
2023,LaLiga,41,123.7,11048904.0,45.833333333333336,Deportivo Alavés
2023,LaLiga,35,112.4,11048904.0,45.833333333333336,Athletic Bilbao
2023,LaLiga,32,105.35,11048904.0,45.833333333333336,Real Madrid
2023,LaLiga,41,99.4,11048904.0,45.833333333333336,Deportivo Alavés
2023,LaLiga,35,87.7,11048904.0,45.833333333333336,Athletic Bilbao
2023,LaLiga,30,63.95,11048904.0,45.833333333333336,FC Barcelona
2023,LaLiga,44,60.7,11048904.0,45.833333333333336,CA Osasuna
2024,LaLiga,42,1350.0,11406042.0,62.0,UD Las Palmas
2024,LaLiga,39,1080.0,11406042.0,62.0,Getafe CF
2024,LaLiga,41,542.5,11406042.0,62.0,Deportivo Alavés
2024,LaLiga,37,375.35,11406042.0,62.0,Real Betis
2024,LaLiga,39,345.05,11406042.0,62.0,Getafe CF
2024,LaLiga,46,291.7,11406042.0,62.0,Cádiz CF
2024,LaLiga,36,264.25,11406042.0,62.0,Granada CF
2024,LaLiga,44,215.55,11406042.0,62.0,CA Osasuna
2024,LaLiga,44,183.9,11406042.0,62.0,CA Osasuna
2024,LaLiga,46,153.1,11406042.0,62.0,Cádiz CF
2024,LaLiga,36,130.9,11406042.0,62.0,Granada CF
2024,LaLiga,42,117.3,11406042.0,62.0,UD Las Palmas
2024,LaLiga,37,116.98,11406042.0,62.0,Real Betis
